Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-04-13 00:00:00-04:00,283.5899963378906,289.8999938964844,283.1700134277344,289.8399963378906,24222700,0.0,0.0
2023-04-12 00:00:00-04:00,284.7900085449219,287.010009765625,281.9599914550781,283.489990234375,27403400,0.0,0.0
2023-04-11 00:00:00-04:00,285.75,285.9800109863281,281.6400146484375,282.8299865722656,27276600,0.0,0.0
2023-04-10 00:00:00-04:00,289.2099914550781,289.6000061035156,284.7099914550781,289.3900146484375,23103000,0.0,0.0
2023-04-06 00:00:00-04:00,283.2099914550781,292.0799865722656,282.0299987792969,291.6000061035156,29770300,0.0,0.0
2023-04-05 00:00:00-04:00,285.8500061035156,287.1499938964844,282.9200134277344,284.3399963378906,22064800,0.0,0.0
2023-04-04 00:00:00-04:00,287.2300109863281,290.45001220703125,285.6700134277344,287.17999267578125,25824300,0.0,0.0
2023-04-03 00:00:00-04:00,286.5199890136719,288.2699890136719,283.95001220703125,287.2300109863281,24883300,0.0,0.0
2023-03-31 00:00:00-04:00,283.7300109863281,289.2699890136719,283.0,288.29998779296875,32740300,0.0,0.0
2023-03-30 00:00:00-04:00,284.2300109863281,284.4599914550781,281.4800109863281,284.04998779296875,25053400,0.0,0.0
2023-03-29 00:00:00-04:00,278.9599914550781,281.1400146484375,278.4100036621094,280.510009765625,25087000,0.0,0.0
2023-03-28 00:00:00-04:00,275.7900085449219,276.1400146484375,272.04998779296875,275.2300109863281,21878600,0.0,0.0
2023-03-27 00:00:00-04:00,280.5,281.4599914550781,275.5199890136719,276.3800048828125,26840200,0.0,0.0
2023-03-24 00:00:00-04:00,277.239990234375,280.6300048828125,275.2799987792969,280.57000732421875,28172000,0.0,0.0
2023-03-23 00:00:00-04:00,277.94000244140625,281.05999755859375,275.20001220703125,277.6600036621094,36610900,0.0,0.0
2023-03-22 00:00:00-04:00,273.3999938964844,281.0400085449219,272.17999267578125,272.2900085449219,34873300,0.0,0.0
2023-03-21 00:00:00-04:00,274.8800048828125,275.0,269.5199890136719,273.7799987792969,34558700,0.0,0.0
2023-03-20 00:00:00-04:00,276.9800109863281,277.4800109863281,269.8500061035156,272.2300109863281,43466600,0.0,0.0
